,REF_DATE,GEO,Institution type,Credential type,Registration status,Sex,VALUE
781467,1998/1999,Canada,University,Certificate,Part-time student,Sex unknown,
781592,1998/1999,Canada,University,Diploma,"Total, registration status","Total, sex",
781593,1998/1999,Canada,University,Diploma,"Total, registration status",Males,
781594,1998/1999,Canada,University,Diploma,"Total, registration status",Females,
781595,1998/1999,Canada,University,Diploma,"Total, registration status",Sex unknown,
781596,1998/1999,Canada,University,Diploma,Full-time student,"Total, sex",
781597,1998/1999,Canada,University,Diploma,Full-time student,Males,
781598,1998/1999,Canada,University,Diploma,Full-time student,Females,
781599,1998/1999,Canada,University,Diploma,Full-time student,Sex unknown,
781600,1998/1999,Canada,University,Diploma,Part-time student,"Total, sex",
781601,1998/1999,Canada,University,Diploma,Part-time student,Males,
781602,1998/1999,Canada,University,Diploma,Part-time student,Females,
781603,1998/1999,Canada,University,Diploma,Part-time student,Sex unknown,
781714,1998/1999,Canada,University,Attestation and other short program credentials,"Total, registration status","Total, sex",
781715,1998/1999,Canada,University,Attestation and other short program credentials,"Total, registration status",Males,
781716,1998/1999,Canada,University,Attestation and other short program credentials,"Total, registration status",Females,
781717,1998/1999,Canada,University,Attestation and other short program credentials,Part-time student,"Total, sex",
781718,1998/1999,Canada,University,Attestation and other short program credentials,Part-time student,Males,
781719,1998/1999,Canada,University,Attestation and other short program credentials,Part-time student,Females,
782199,1998/1999,Canada,University,"Total, credential type","Total, registration status","Total, sex",
782200,1998/1999,Canada,University,"Total, credential type","Total, registration status",Males,
782201,1998/1999,Canada,University,"Total, credential type","Total, registration status",Females,
782202,1998/1999,Canada,University,"Total, credential type",Full-time student,"Total, sex",
782203,1998/1999,Canada,University,"Total, credential type",Full-time student,Males,
782204,1998/1999,Canada,University,"Total, credential type",Full-time student,Females,
782301,1998/1999,Canada,University,Other type of credential associated with a program,"Total, registration status","Total, sex",
782302,1998/1999,Canada,University,Other type of credential associated with a program,"Total, registration status",Males,
782303,1998/1999,Canada,University,Other type of credential associated with a program,"Total, registration status",Females,
782304,1998/1999,Canada,University,Other type of credential associated with a program,Full-time student,"Total, sex",
782305,1998/1999,Canada,University,Other type of credential associated with a program,Full-time student,Males,
782306,1998/1999,Canada,University,Other type of credential associated with a program,Full-time student,Females,
782531,1998/1999,Canada,University,"Total, credential type","Total, registration status","Total, sex",32265.0
782532,1998/1999,Canada,University,"Total, credential type","Total, registration status",Males,23283.0
782533,1998/1999,Canada,University,"Total, credential type","Total, registration status",Females,8982.0
782534,1998/1999,Canada,University,"Total, credential type","Total, registration status",Sex unknown,
782535,1998/1999,Canada,University,"Total, credential type",Full-time student,"Total, sex",23787.0
782536,1998/1999,Canada,University,"Total, credential type",Full-time student,Males,17340.0
782537,1998/1999,Canada,University,"Total, credential type",Full-time student,Females,6447.0
782538,1998/1999,Canada,University,"Total, credential type",Full-time student,Sex unknown,
782539,1998/1999,Canada,University,"Total, credential type",Part-time student,"Total, sex",8478.0
782540,1998/1999,Canada,University,"Total, credential type",Part-time student,Males,5943.0
782541,1998/1999,Canada,University,"Total, credential type",Part-time student,Females,2535.0
782542,1998/1999,Canada,University,"Total, credential type",Part-time student,Sex unknown,
782692,1998/1999,Canada,University,Certificate,"Total, registration status","Total, sex",3378.0
782693,1998/1999,Canada,University,Certificate,"Total, registration status",Males,2166.0
782694,1998/1999,Canada,University,Certificate,"Total, registration status",Females,1212.0
782695,1998/1999,Canada,University,Certificate,"Total, registration status",Sex unknown,
782696,1998/1999,Canada,University,Certificate,Full-time student,"Total, sex",669.0
782697,1998/1999,Canada,University,Certificate,Full-time student,Males,429.0
782698,1998/1999,Canada,University,Certificate,Full-time student,Females,243.0
782699,1998/1999,Canada,University,Certificate,Part-time student,"Total, sex",2706.0
782700,1998/1999,Canada,University,Certificate,Part-time student,Males,1734.0
782701,1998/1999,Canada,University,Certificate,Part-time student,Females,969.0
782702,1998/1999,Canada,University,Certificate,Part-time student,Sex unknown,
782831,1998/1999,Canada,University,Diploma,"Total, registration status","Total, sex",54.0
782832,1998/1999,Canada,University,Diploma,"Total, registration status",Males,9.0
782833,1998/1999,Canada,University,Diploma,"Total, registration status",Females,42.0
782834,1998/1999,Canada,University,Diploma,"Total, registration status",Sex unknown,
782835,1998/1999,Canada,University,Diploma,Full-time student,"Total, sex",30.0
782836,1998/1999,Canada,University,Diploma,Full-time student,Males,9.0
782837,1998/1999,Canada,University,Diploma,Full-time student,Females,21.0
782838,1998/1999,Canada,University,Diploma,Full-time student,Sex unknown,
782839,1998/1999,Canada,University,Diploma,Part-time student,"Total, sex",24.0
782840,1998/1999,Canada,University,Diploma,Part-time student,Males,3.0
782841,1998/1999,Canada,University,Diploma,Part-time student,Females,24.0
782985,1998/1999,Canada,University,Degree (includes applied degree),"Total, registration status","Total, sex",28833.0
782986,1998/1999,Canada,University,Degree (includes applied degree),"Total, registration status",Males,21111.0
782987,1998/1999,Canada,University,Degree (includes applied degree),"Total, registration status",Females,7722.0
782988,1998/1999,Canada,University,Degree (includes applied degree),"Total, registration status",Sex unknown,
782989,1998/1999,Canada,University,Degree (includes applied degree),Full-time student,"Total, sex",23088.0
782990,1998/1999,Canada,University,Degree (includes applied degree),Full-time student,Males,16902.0
782991,1998/1999,Canada,University,Degree (includes applied degree),Full-time student,Females,6183.0
782992,1998/1999,Canada,University,Degree (includes applied degree),Full-time student,Sex unknown,
782993,1998/1999,Canada,University,Degree (includes applied degree),Part-time student,"Total, sex",5745.0
782994,1998/1999,Canada,University,Degree (includes applied degree),Part-time student,Males,4206.0
782995,1998/1999,Canada,University,Degree (includes applied degree),Part-time student,Females,1539.0
782996,1998/1999,Canada,University,Degree (includes applied degree),Part-time student,Sex unknown,
783120,1998/1999,Canada,University,Attestation and other short program credentials,"Total, registration status","Total, sex",
783121,1998/1999,Canada,University,Attestation and other short program credentials,"Total, registration status",Males,
783122,1998/1999,Canada,University,Attestation and other short program credentials,"Total, registration status",Females,
783123,1998/1999,Canada,University,Attestation and other short program credentials,Full-time student,"Total, sex",
783124,1998/1999,Canada,University,Attestation and other short program credentials,Full-time student,Males,
783125,1998/1999,Canada,University,Attestation and other short program credentials,Full-time student,Females,
783126,1998/1999,Canada,University,Attestation and other short program credentials,Part-time student,"Total, sex",
783127,1998/1999,Canada,University,Attestation and other short program credentials,Part-time student,Males,
783128,1998/1999,Canada,University,Attestation and other short program credentials,Part-time student,Females,
783232,1998/1999,Canada,University,Associate degree,"Total, registration status","Total, sex",
783233,1998/1999,Canada,University,Associate degree,"Total, registration status",Males,
783234,1998/1999,Canada,University,Associate degree,"Total, registration status",Females,
783235,1998/1999,Canada,University,Associate degree,Full-time student,"Total, sex",
783236,1998/1999,Canada,University,Associate degree,Full-time student,Males,
783237,1998/1999,Canada,University,Associate degree,Full-time student,Females,
783238,1998/1999,Canada,University,Associate degree,Part-time student,"Total, sex",
783239,1998/1999,Canada,University,Associate degree,Part-time student,Males,
783240,1998/1999,Canada,University,Associate degree,Part-time student,Females,
783280,1998/1999,Canada,University,Other type of credential associated with a program,"Total, registration status","Total, sex",
783281,1998/1999,Canada,University,Other type of credential associated with a program,"Total, registration status",Females,
783282,1998/1999,Canada,University,Other type of credential associated with a program,Full-time student,"Total, sex",
783283,1998/1999,Canada,University,Other type of credential associated with a program,Full-time student,Females,
783346,1998/1999,Canada,University,"Not applicable, credential type","Total, registration status","Total, sex",
783347,1998/1999,Canada,University,"Not applicable, credential type","Total, registration status",Males,
783348,1998/1999,Canada,University,"Not applicable, credential type","Total, registration status",Females,
783349,1998/1999,Canada,University,"Not applicable, credential type",Full-time student,"Total, sex",
783350,1998/1999,Canada,University,"Not applicable, credential type",Full-time student,Males,
783351,1998/1999,Canada,University,"Not applicable, credential type",Full-time student,Females,
783352,1998/1999,Canada,University,"Not applicable, credential type",Part-time student,"Total, sex",
783353,1998/1999,Canada,University,"Not applicable, credential type",Part-time student,Males,
783354,1998/1999,Canada,University,"Not applicable, credential type",Part-time student,Females,
783474,1998/1999,Canada,University,"Total, credential type","Total, registration status","Total, sex",
783475,1998/1999,Canada,University,"Total, credential type","Total, registration status",Males,
783476,1998/1999,Canada,University,"Total, credential type","Total, registration status",Females,
783477,1998/1999,Canada,University,"Total, credential type",Full-time student,"Total, sex",
783478,1998/1999,Canada,University,"Total, credential type",Full-time student,Males,
783479,1998/1999,Canada,University,"Total, credential type",Full-time student,Females,
783480,1998/1999,Canada,University,"Total, credential type",Part-time student,"Total, sex",
783481,1998/1999,Canada,University,"Total, credential type",Part-time student,Males,
783482,1998/1999,Canada,University,"Total, credential type",Part-time student,Females,
783605,1998/1999,Canada,University,Certificate,"Total, registration status","Total, sex",
783606,1998/1999,Canada,University,Certificate,"Total, registration status",Males,
783607,1998/1999,Canada,University,Certificate,"Total, registration status",Females,
783608,1998/1999,Canada,University,Certificate,Full-time student,"Total, sex",
783609,1998/1999,Canada,University,Certificate,Full-time student,Males,
783610,1998/1999,Canada,University,Certificate,Full-time student,Females,
783611,1998/1999,Canada,University,Certificate,Part-time student,"Total, sex",
783612,1998/1999,Canada,University,Certificate,Part-time student,Males,
783613,1998/1999,Canada,University,Certificate,Part-time student,Females,
783729,1998/1999,Canada,University,Diploma,"Total, registration status","Total, sex",
783730,1998/1999,Canada,University,Diploma,"Total, registration status",Males,
783731,1998/1999,Canada,University,Diploma,"Total, registration status",Females,
783732,1998/1999,Canada,University,Diploma,Full-time student,"Total, sex",
783733,1998/1999,Canada,University,Diploma,Full-time student,Males,
783734,1998/1999,Canada,University,Diploma,Full-time student,Females,
783735,1998/1999,Canada,University,Diploma,Part-time student,"Total, sex",
783736,1998/1999,Canada,University,Diploma,Part-time student,Males,
783737,1998/1999,Canada,University,Diploma,Part-time student,Females,
783843,1998/1999,Canada,University,Degree (includes applied degree),"Total, registration status","Total, sex",
783844,1998/1999,Canada,University,Degree (includes applied degree),"Total, registration status",Males,
783845,1998/1999,Canada,University,Degree (includes applied degree),"Total, registration status",Females,
783846,1998/1999,Canada,University,Degree (includes applied degree),Full-time student,"Total, sex",
783847,1998/1999,Canada,University,Degree (includes applied degree),Full-time student,Males,
783848,1998/1999,Canada,University,Degree (includes applied degree),Full-time student,Females,
784015,1998/1999,Canada,University,"Total, credential type","Total, registration status","Total, sex",39.0
784016,1998/1999,Canada,University,"Total, credential type","Total, registration status",Males,27.0
784017,1998/1999,Canada,University,"Total, credential type","Total, registration status",Females,12.0
784018,1998/1999,Canada,University,"Total, credential type",Full-time student,"Total, sex",27.0
784019,1998/1999,Canada,University,"Total, credential type",Full-time student,Males,18.0
784020,1998/1999,Canada,University,"Total, credential type",Full-time student,Females,6.0
784021,1998/1999,Canada,University,"Total, credential type",Part-time student,"Total, sex",15.0
784022,1998/1999,Canada,University,"Total, credential type",Part-time student,Males,9.0
784023,1998/1999,Canada,University,"Total, credential type",Part-time student,Females,6.0
784100,1998/1999,Canada,University,Other type of credential associated with a program,"Total, registration status","Total, sex",
784101,1998/1999,Canada,University,Other type of credential associated with a program,"Total, registration status",Males,
784102,1998/1999,Canada,University,Other type of credential associated with a program,"Total, registration status",Females,
784103,1998/1999,Canada,University,Other type of credential associated with a program,Full-time student,"Total, sex",
784104,1998/1999,Canada,University,Other type of credential associated with a program,Full-time student,Males,
784105,1998/1999,Canada,University,Other type of credential associated with a program,Full-time student,Females,
784106,1998/1999,Canada,University,Other type of credential associated with a program,Part-time student,"Total, sex",
784107,1998/1999,Canada,University,Other type of credential associated with a program,Part-time student,Females,
784187,1998/1999,Canada,University,"Not applicable, credential type","Total, registration status","Total, sex",39.0
784188,1998/1999,Canada,University,"Not applicable, credential type","Total, registration status",Males,27.0
784189,1998/1999,Canada,University,"Not applicable, credential type","Total, registration status",Females,12.0
784190,1998/1999,Canada,University,"Not applicable, credential type",Full-time student,"Total, sex",27.0
784191,1998/1999,Canada,University,"Not applicable, credential type",Full-time student,Males,18.0
784192,1998/1999,Canada,University,"Not applicable, credential type",Full-time student,Females,6.0
784193,1998/1999,Canada,University,"Not applicable, credential type",Part-time student,"Total, sex",15.0
784194,1998/1999,Canada,University,"Not applicable, credential type",Part-time student,Males,9.0
784195,1998/1999,Canada,University,"Not applicable, credential type",Part-time student,Females,6.0
784293,1998/1999,Canada,University,"Total, credential type","Total, registration status","Total, sex",3.0
784294,1998/1999,Canada,University,"Total, credential type","Total, registration status",Males,3.0
784295,1998/1999,Canada,University,"Total, credential type","Total, registration status",Females,3.0
784296,1998/1999,Canada,University,"Total, credential type",Full-time student,"Total, sex",3.0
784297,1998/1999,Canada,University,"Total, credential type",Full-time student,Males,3.0
784298,1998/1999,Canada,University,"Total, credential type",Full-time student,Females,3.0
784299,1998/1999,Canada,University,"Total, credential type",Part-time student,"Total, sex",
784300,1998/1999,Canada,University,"Total, credential type",Part-time student,Males,
784394,1998/1999,Canada,University,"Not applicable, credential type","Total, registration status","Total, sex",3.0
784395,1998/1999,Canada,University,"Not applicable, credential type","Total, registration status",Males,3.0
784396,1998/1999,Canada,University,"Not applicable, credential type","Total, registration status",Females,3.0
784397,1998/1999,Canada,University,"Not applicable, credential type",Full-time student,"Total, sex",3.0
784398,1998/1999,Canada,University,"Not applicable, credential type",Full-time student,Males,3.0
784399,1998/1999,Canada,University,"Not applicable, credential type",Full-time student,Females,3.0
784400,1998/1999,Canada,University,"Not applicable, credential type",Part-time student,"Total, sex",
784401,1998/1999,Canada,University,"Not applicable, credential type",Part-time student,Males,
784691,1998/1999,Canada,University,"Total, credential type","Total, registration status","Total, sex",3375.0
784692,1998/1999,Canada,University,"Total, credential type","Total, registration status",Males,2145.0
784693,1998/1999,Canada,University,"Total, credential type","Total, registration status",Females,1227.0
784694,1998/1999,Canada,University,"Total, credential type","Total, registration status",Sex unknown,
784695,1998/1999,Canada,University,"Total, credential type",Full-time student,"Total, sex",2439.0
784696,1998/1999,Canada,University,"Total, credential type",Full-time student,Males,1512.0
784697,1998/1999,Canada,University,"Total, credential type",Full-time student,Females,927.0
784698,1998/1999,Canada,University,"Total, credential type",Full-time student,Sex unknown,
784699,1998/1999,Canada,University,"Total, credential type",Part-time student,"Total, sex",936.0
784700,1998/1999,Canada,University,"Total, credential type",Part-time student,Males,636.0
784701,1998/1999,Canada,University,"Total, credential type",Part-time student,Females,303.0
784702,1998/1999,Canada,University,"Total, credential type",Part-time student,Sex unknown,
784840,1998/1999,Canada,University,Certificate,"Total, registration status","Total, sex",3.0
784841,1998/1999,Canada,University,Certificate,"Total, registration status",Males,3.0
784842,1998/1999,Canada,University,Certificate,"Total, registration status",Females,0.0
784843,1998/1999,Canada,University,Certificate,Full-time student,"Total, sex",3.0
784844,1998/1999,Canada,University,Certificate,Full-time student,Males,3.0
784845,1998/1999,Canada,University,Certificate,Full-time student,Females,
784846,1998/1999,Canada,University,Certificate,Part-time student,"Total, sex",0.0
784847,1998/1999,Canada,University,Certificate,Part-time student,Males,
784848,1998/1999,Canada,University,Certificate,Part-time student,Females,0.0
784954,1998/1999,Canada,University,Diploma,"Total, registration status","Total, sex",264.0
784955,1998/1999,Canada,University,Diploma,"Total, registration status",Males,195.0
784956,1998/1999,Canada,University,Diploma,"Total, registration status",Females,72.0
784957,1998/1999,Canada,University,Diploma,Full-time student,"Total, sex",63.0
784958,1998/1999,Canada,University,Diploma,Full-time student,Males,42.0
784959,1998/1999,Canada,University,Diploma,Full-time student,Females,21.0
784960,1998/1999,Canada,University,Diploma,Part-time student,"Total, sex",201.0
784961,1998/1999,Canada,University,Diploma,Part-time student,Males,150.0
784962,1998/1999,Canada,University,Diploma,Part-time student,Females,51.0
785091,1998/1999,Canada,University,Degree (includes applied degree),"Total, registration status","Total, sex",3105.0
785092,1998/1999,Canada,University,Degree (includes applied degree),"Total, registration status",Males,1950.0
785093,1998/1999,Canada,University,Degree (includes applied degree),"Total, registration status",Females,1155.0
785094,1998/1999,Canada,University,Degree (includes applied degree),"Total, registration status",Sex unknown,
785095,1998/1999,Canada,University,Degree (includes applied degree),Full-time student,"Total, sex",2373.0
785096,1998/1999,Canada,University,Degree (includes applied degree),Full-time student,Males,1467.0
785097,1998/1999,Canada,University,Degree (includes applied degree),Full-time student,Females,909.0
785098,1998/1999,Canada,University,Degree (includes applied degree),Full-time student,Sex unknown,
785099,1998/1999,Canada,University,Degree (includes applied degree),Part-time student,"Total, sex",732.0
785100,1998/1999,Canada,University,Degree (includes applied degree),Part-time student,Males,486.0
785101,1998/1999,Canada,University,Degree (includes applied degree),Part-time student,Females,249.0
785102,1998/1999,Canada,University,Degree (includes applied degree),Part-time student,Sex unknown,
785230,1998/1999,Canada,University,Attestation and other short program credentials,"Total, registration status","Total, sex",
785231,1998/1999,Canada,University,Attestation and other short program credentials,"Total, registration status",Males,
785232,1998/1999,Canada,University,Attestation and other short program credentials,"Total, registration status",Females,
785233,1998/1999,Canada,University,Attestation and other short program credentials,Full-time student,"Total, sex",
785234,1998/1999,Canada,University,Attestation and other short program credentials,Full-time student,Males,
785235,1998/1999,Canada,University,Attestation and other short program credentials,Full-time student,Females,
785236,1998/1999,Canada,University,Attestation and other short program credentials,Part-time student,"Total, sex",
785237,1998/1999,Canada,University,Attestation and other short program credentials,Part-time student,Males,
785238,1998/1999,Canada,University,Attestation and other short program credentials,Part-time student,Females,
785465,1998/1999,Canada,University,"Total, credential type","Total, registration status","Total, sex",1230.0
785466,1998/1999,Canada,University,"Total, credential type","Total, registration status",Males,957.0
785467,1998/1999,Canada,University,"Total, credential type","Total, registration status",Females,273.0
785468,1998/1999,Canada,University,"Total, credential type","Total, registration status",Sex unknown,
785469,1998/1999,Canada,University,"Total, credential type",Full-time student,"Total, sex",1137.0
785470,1998/1999,Canada,University,"Total, credential type",Full-time student,Males,882.0
785471,1998/1999,Canada,University,"Total, credential type",Full-time student,Females,255.0
785472,1998/1999,Canada,University,"Total, credential type",Full-time student,Sex unknown,
785473,1998/1999,Canada,University,"Total, credential type",Part-time student,"Total, sex",96.0
785474,1998/1999,Canada,University,"Total, credential type",Part-time student,Males,72.0
785475,1998/1999,Canada,University,"Total, credential type",Part-time student,Females,21.0
785696,1998/1999,Canada,University,Degree (includes applied degree),"Total, registration status","Total, sex",1230.0
785697,1998/1999,Canada,University,Degree (includes applied degree),"Total, registration status",Males,957.0
785698,1998/1999,Canada,University,Degree (includes applied degree),"Total, registration status",Females,273.0
785699,1998/1999,Canada,University,Degree (includes applied degree),"Total, registration status",Sex unknown,
785700,1998/1999,Canada,University,Degree (includes applied degree),Full-time student,"Total, sex",1137.0
785701,1998/1999,Canada,University,Degree (includes applied degree),Full-time student,Males,882.0
785702,1998/1999,Canada,University,Degree (includes applied degree),Full-time student,Females,255.0
785703,1998/1999,Canada,University,Degree (includes applied degree),Full-time student,Sex unknown,
785704,1998/1999,Canada,University,Degree (includes applied degree),Part-time student,"Total, sex",96.0
785705,1998/1999,Canada,University,Degree (includes applied degree),Part-time student,Males,72.0
785706,1998/1999,Canada,University,Degree (includes applied degree),Part-time student,Females,21.0
785962,1998/1999,Canada,University,"Total, credential type","Total, registration status","Total, sex",
785963,1998/1999,Canada,University,"Total, credential type","Total, registration status",Males,
785964,1998/1999,Canada,University,"Total, credential type","Total, registration status",Females,
785965,1998/1999,Canada,University,"Total, credential type",Full-time student,"Total, sex",
785966,1998/1999,Canada,University,"Total, credential type",Full-time student,Males,
785967,1998/1999,Canada,University,"Total, credential type",Full-time student,Females,
785968,1998/1999,Canada,University,"Total, credential type",Part-time student,"Total, sex",
785969,1998/1999,Canada,University,"Total, credential type",Part-time student,Males,
785970,1998/1999,Canada,University,"Total, credential type",Part-time student,Females,
786088,1998/1999,Canada,University,Certificate,"Total, registration status","Total, sex",
786089,1998/1999,Canada,University,Certificate,"Total, registration status",Males,
786090,1998/1999,Canada,University,Certificate,"Total, registration status",Females,
786091,1998/1999,Canada,University,Certificate,Part-time student,"Total, sex",
786092,1998/1999,Canada,University,Certificate,Part-time student,Males,
786093,1998/1999,Canada,University,Certificate,Part-time student,Females,
786182,1998/1999,Canada,University,Diploma,"Total, registration status","Total, sex",
786183,1998/1999,Canada,University,Diploma,"Total, registration status",Males,
786184,1998/1999,Canada,University,Diploma,"Total, registration status",Females,
786185,1998/1999,Canada,University,Diploma,Full-time student,"Total, sex",
786186,1998/1999,Canada,University,Diploma,Full-time student,Males,
786187,1998/1999,Canada,University,Diploma,Full-time student,Females,
786317,1998/1999,Canada,University,Other type of credential associated with a program,"Total, registration status","Total, sex",
786318,1998/1999,Canada,University,Other type of credential associated with a program,"Total, registration status",Males,
786319,1998/1999,Canada,University,Other type of credential associated with a program,"Total, registration status",Females,
786320,1998/1999,Canada,University,Other type of credential associated with a program,Full-time student,"Total, sex",
786321,1998/1999,Canada,University,Other type of credential associated with a program,Full-time student,Males,
786322,1998/1999,Canada,University,Other type of credential associated with a program,Part-time student,"Total, sex",
786323,1998/1999,Canada,University,Other type of credential associated with a program,Part-time student,Males,
786324,1998/1999,Canada,University,Other type of credential associated with a program,Part-time student,Females,
786429,1998/1999,Canada,University,"Not applicable, credential type","Total, registration status","Total, sex",
786430,1998/1999,Canada,University,"Not applicable, credential type","Total, registration status",Males,
786431,1998/1999,Canada,University,"Not applicable, credential type","Total, registration status",Females,
786432,1998/1999,Canada,University,"Not applicable, credential type",Full-time student,"Total, sex",
786433,1998/1999,Canada,University,"Not applicable, credential type",Full-time student,Males,
786434,1998/1999,Canada,University,"Not applicable, credential type",Full-time student,Females,
786435,1998/1999,Canada,University,"Not applicable, credential type",Part-time student,"Total, sex",
786436,1998/1999,Canada,University,"Not applicable, credential type",Part-time student,Males,
786437,1998/1999,Canada,University,"Not applicable, credential type",Part-time student,Females,
786539,1998/1999,Canada,University,"Total, credential type","Total, registration status","Total, sex",
786540,1998/1999,Canada,University,"Total, credential type","Total, registration status",Males,
786541,1998/1999,Canada,University,"Total, credential type",Part-time student,"Total, sex",
786542,1998/1999,Canada,University,"Total, credential type",Part-time student,Males,
786627,1998/1999,Canada,University,"Not applicable, credential type","Total, registration status","Total, sex",
786628,1998/1999,Canada,University,"Not applicable, credential type","Total, registration status",Males,
786629,1998/1999,Canada,University,"Not applicable, credential type",Part-time student,"Total, sex",
786630,1998/1999,Canada,University,"Not applicable, credential type",Part-time student,Males,
786747,1998/1999,Canada,University,"Total, credential type","Total, registration status","Total, sex",531.0
786748,1998/1999,Canada,University,"Total, credential type","Total, registration status",Males,366.0
786749,1998/1999,Canada,University,"Total, credential type","Total, registration status",Females,162.0
786750,1998/1999,Canada,University,"Total, credential type",Full-time student,"Total, sex",45.0
786751,1998/1999,Canada,University,"Total, credential type",Full-time student,Males,30.0
786752,1998/1999,Canada,University,"Total, credential type",Full-time student,Females,12.0
786753,1998/1999,Canada,University,"Total, credential type",Part-time student,"Total, sex",486.0
786754,1998/1999,Canada,University,"Total, credential type",Part-time student,Males,336.0
786755,1998/1999,Canada,University,"Total, credential type",Part-time student,Females,150.0
786899,1998/1999,Canada,University,"Not applicable, credential type","Total, registration status","Total, sex",531.0
786900,1998/1999,Canada,University,"Not applicable, credential type","Total, registration status",Males,366.0
786901,1998/1999,Canada,University,"Not applicable, credential type","Total, registration status",Females,162.0
786902,1998/1999,Canada,University,"Not applicable, credential type",Full-time student,"Total, sex",45.0
786903,1998/1999,Canada,University,"Not applicable, credential type",Full-time student,Males,30.0
786904,1998/1999,Canada,University,"Not applicable, credential type",Full-time student,Females,12.0
786905,1998/1999,Canada,University,"Not applicable, credential type",Part-time student,"Total, sex",486.0
786906,1998/1999,Canada,University,"Not applicable, credential type",Part-time student,Males,336.0
786907,1998/1999,Canada,University,"Not applicable, credential type",Part-time student,Females,150.0
787035,1998/1999,Canada,University,"Total, credential type","Total, registration status","Total, sex",30.0
787036,1998/1999,Canada,University,"Total, credential type","Total, registration status",Males,15.0
787037,1998/1999,Canada,University,"Total, credential type","Total, registration status",Females,15.0
787038,1998/1999,Canada,University,"Total, credential type","Total, registration status",Sex unknown,
787039,1998/1999,Canada,University,"Total, credential type",Full-time student,"Total, sex",9.0
787040,1998/1999,Canada,University,"Total, credential type",Full-time student,Males,3.0
787041,1998/1999,Canada,University,"Total, credential type",Full-time student,Females,6.0
787042,1998/1999,Canada,University,"Total, credential type",Part-time student,"Total, sex",21.0
787043,1998/1999,Canada,University,"Total, credential type",Part-time student,Males,12.0
787044,1998/1999,Canada,University,"Total, credential type",Part-time student,Females,9.0
787045,1998/1999,Canada,University,"Total, credential type",Part-time student,Sex unknown,
787174,1998/1999,Canada,University,"Not applicable, credential type","Total, registration status","Total, sex",30.0
787175,1998/1999,Canada,University,"Not applicable, credential type","Total, registration status",Males,15.0
787176,1998/1999,Canada,University,"Not applicable, credential type","Total, registration status",Females,15.0
787177,1998/1999,Canada,University,"Not applicable, credential type","Total, registration status",Sex unknown,
787178,1998/1999,Canada,University,"Not applicable, credential type",Full-time student,"Total, sex",9.0
787179,1998/1999,Canada,University,"Not applicable, credential type",Full-time student,Males,3.0
787180,1998/1999,Canada,University,"Not applicable, credential type",Full-time student,Females,6.0
787181,1998/1999,Canada,University,"Not applicable, credential type",Part-time student,"Total, sex",21.0
787182,1998/1999,Canada,University,"Not applicable, credential type",Part-time student,Males,12.0
787183,1998/1999,Canada,University,"Not applicable, credential type",Part-time student,Females,9.0
787184,1998/1999,Canada,University,"Not applicable, credential type",Part-time student,Sex unknown,
787316,1998/1999,Canada,University,"Total, credential type","Total, registration status","Total, sex",
787317,1998/1999,Canada,University,"Total, credential type","Total, registration status",Males,
787318,1998/1999,Canada,University,"Total, credential type","Total, registration status",Females,
787319,1998/1999,Canada,University,"Total, credential type","Total, registration status",Sex unknown,
787320,1998/1999,Canada,University,"Total, credential type",Part-time student,"Total, sex",
787321,1998/1999,Canada,University,"Total, credential type",Part-time student,Males,
787322,1998/1999,Canada,University,"Total, credential type",Part-time student,Females,
787323,1998/1999,Canada,University,"Total, credential type",Part-time student,Sex unknown,
787446,1998/1999,Canada,University,"Not applicable, credential type","Total, registration status","Total, sex",
787447,1998/1999,Canada,University,"Not applicable, credential type","Total, registration status",Males,
787448,1998/1999,Canada,University,"Not applicable, credential type","Total, registration status",Females,
787449,1998/1999,Canada,University,"Not applicable, credential type","Total, registration status",Sex unknown,
787450,1998/1999,Canada,University,"Not applicable, credential type",Part-time student,"Total, sex",
787451,1998/1999,Canada,University,"Not applicable, credential type",Part-time student,Males,
787452,1998/1999,Canada,University,"Not applicable, credential type",Part-time student,Females,
787453,1998/1999,Canada,University,"Not applicable, credential type",Part-time student,Sex unknown,
787593,1998/1999,Canada,College,"Total, credential type","Total, registration status","Total, sex",28785.0
787594,1998/1999,Canada,College,"Total, credential type","Total, registration status",Males,20478.0
787595,1998/1999,Canada,College,"Total, credential type","Total, registration status",Females,8310.0
787596,1998/1999,Canada,College,"Total, credential type","Total, registration status",Sex unknown,
787597,1998/1999,Canada,College,"Total, credential type",Full-time student,"Total, sex",24369.0
787598,1998/1999,Canada,College,"Total, credential type",Full-time student,Males,17850.0
787599,1998/1999,Canada,College,"Total, credential type",Full-time student,Females,6519.0
787600,1998/1999,Canada,College,"Total, credential type",Full-time student,Sex unknown,
787601,1998/1999,Canada,College,"Total, credential type",Part-time student,"Total, sex",4419.0
787602,1998/1999,Canada,College,"Total, credential type",Part-time student,Males,2628.0
787603,1998/1999,Canada,College,"Total, credential type",Part-time student,Females,1791.0
787604,1998/1999,Canada,College,"Total, credential type",Part-time student,Sex unknown,
787812,1998/1999,Canada,College,Certificate,"Total, registration status","Total, sex",
787813,1998/1999,Canada,College,Certificate,"Total, registration status",Males,
787814,1998/1999,Canada,College,Certificate,"Total, registration status",Females,
787815,1998/1999,Canada,College,Certificate,"Total, registration status",Sex unknown,
787816,1998/1999,Canada,College,Certificate,Full-time student,"Total, sex",
787817,1998/1999,Canada,College,Certificate,Full-time student,Males,
